,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
208,-0.30744576,1.501362,-0.17800322,-0.6869514,-0.5725448,-0.9009679121219648,-0.6969069275254778,-0.2726208,0.6198176,1.6041981,-0.27180225,5,0
209,-0.85349154,0.42761746,-0.032335293,-0.963233,-0.17077321,-0.43808104634491324,0.9709807671279186,-0.54499805,-0.0024285747,1.828117,-0.85826385,6,0
210,-1.2435241,-0.5513849,-0.46933886,0.90698117,-0.97431624,-1.074550486788359,-0.8583154141048387,-0.20451634,0.55759305,-1.3813915,-0.020461353,5,0
211,-0.30744576,-0.9619343,0.4775021,-0.85697085,-0.67298776,0.25624925232066414,-0.08714153378122533,-0.9535437,0.6198176,0.4846017,0.5660002,7,0
212,-0.15143289,-1.0882573,0.040498562,0.6094472,-0.32143748,0.4298318269870585,0.1818726105177096,0.4083224,-0.064653195,-1.3813915,-1.1096047,5,0
213,-0.38545257,-1.2777416,-0.17800322,-0.028125867,-0.020108936,0.024805819432138373,0.11013550537132694,-0.068327695,1.3665146,-1.1574723,-0.6907035,6,0
214,-0.7754851,-0.51980424,-0.46933886,-0.85697085,-1.0747592,0.25624925232066414,-0.19474719150079928,-1.1578368,0.4953684,-0.63499415,0.48222047,7,0
216,0.23859967,-0.39348128,0.3318344,0.33316547,-0.77343065,0.8348578345419787,0.8633751094083447,-0.23856856,-1.1846979,-1.4560312,0.39843988,5,0
217,-1.0875108,-0.45664287,-0.5421728,0.800719,-0.371659,1.413466416763293,0.6481637939691968,0.5104588,0.55759305,-1.0828326,-0.94204444,5,0
218,-1.1655177,-0.3303199,-0.5421728,2.564671,-0.371659,1.7027707078739505,0.9171779382681317,1.463759,0.55759305,-0.63499415,-0.94204444,5,0
219,0.23859967,-0.6461271,0.3318344,0.33316547,-0.77343065,0.7191361180977157,0.8095722805485577,-0.2726208,-1.1224732,-1.530671,0.39843988,5,0
220,0.23859967,-0.39348128,0.3318344,0.33316547,-0.77343065,0.8348578345419787,0.8633751094083447,-0.23856856,-1.1846979,-1.4560312,0.39843988,5,0
222,-0.7754851,-0.51980424,-0.46933886,-0.85697085,-1.0747592,0.25624925232066414,-0.19474719150079928,-1.1578368,0.4953684,-0.63499415,0.48222047,7,0
223,-0.54146546,-0.8987729,-0.10516915,-0.98448545,-0.42188036,0.14052753587640127,0.5046895836764315,-0.34070498,1.2420653,-1.0081929,-1.1933845,6,0
224,-0.6974783,1.0276512,-0.68784064,-0.77196115,-0.2712161,0.024805819432138373,0.4329524785300488,-0.57903004,1.0553914,0.11140339,-0.10424192,6,0
225,-0.07342644,-0.58296573,0.6960039,2.6284282,-0.2712161,0.48769268520918996,0.5226238599630272,1.7701885,0.6198176,-1.0081929,-1.528506,5,0
227,-0.07342644,-0.51980424,0.040498562,1.0344958,-0.5223233,2.0499358572067394,2.8002769483606764,0.7828361,-0.3135517,-0.037876386,-1.1933845,6,0
228,-0.61947185,-1.0250958,0.040498562,-0.6444465,-0.17077321,0.6034144016534528,1.5090090557257885,-0.2726208,1.7398623,-0.18715572,-0.6907035,6,0
229,-0.07342644,-0.58296573,0.6960039,2.6284282,-0.2712161,0.48769268520918996,0.5226238599630272,1.7701885,0.6198176,-1.0081929,-1.528506,5,0
230,-0.30744576,1.943492,-1.7075156,0.90698117,0.53232694,-0.26449847167851886,0.46882103110324014,0.8849725,0.93094075,-0.4857146,-1.3609457,4,0
231,0.8626519,-0.3303199,0.62317,0.503185,-0.5223233,0.4298318269870585,1.4014033980062144,1.0211611,0.74426687,-0.11251605,-0.77448326,6,0
232,0.7846451,-0.39348128,0.550336,0.503185,-0.6227662,1.0663012674305044,1.6524832660185538,1.0211611,0.55759305,-0.11251605,-0.85826385,6,0
233,0.004579993,-0.6461271,0.4775021,1.8845934,0.33144113,1.413466416763293,1.4014033980062144,1.1232976,-0.81135017,-0.63499415,-1.277165,6,0
234,0.004579993,-0.6461271,0.4775021,1.8845934,0.33144113,1.413466416763293,1.4014033980062144,1.1232976,-0.81135017,-0.63499415,-1.277165,6,0
235,0.004579993,-0.6461271,0.4775021,1.8845934,0.33144113,1.413466416763293,1.4014033980062144,1.1232976,-0.81135017,-0.63499415,-1.277165,6,0
236,0.004579993,-0.6461271,0.4775021,1.8845934,0.33144113,1.413466416763293,1.4014033980062144,1.1232976,-0.81135017,-0.63499415,-1.277165,6,0
237,-0.30744576,1.1855546,0.040498562,1.6508164,-0.371659,1.3556055585411617,1.8856288577442972,0.8849725,0.30869454,-0.18715572,-0.77448326,6,0
238,-0.15143289,-0.45664287,2.0070143,-0.85697085,-0.7232091,0.5455535434313215,0.07426695279813562,-0.9535437,0.74426687,-0.85891336,0.48222047,7,0
239,-0.7754851,-0.51980424,-0.7606746,2.1502488,-0.6227662,-0.148776755234256,0.7737037279753664,1.225434,1.6154131,0.8578005,-0.77448326,6,0
241,0.39461255,-0.14083555,-0.396505,0.503185,-1.0245378,-0.43808104634491324,-0.4637613357997342,-0.068327695,-0.5624502,-0.18715572,-0.10424192,5,0
242,-0.07342644,-0.77245003,0.40466827,-0.6444465,-1.275645,-0.43808104634491324,-0.2844185729337776,-1.464246,-0.43800092,-1.0828326,0.73356056,7,0
243,-0.30744576,-0.58296573,0.18616648,-0.5806892,-0.22099476,1.9342141407624764,1.8318260288845103,-0.40880942,0.4953684,0.40996206,-0.6907035,6,0
244,-0.22943932,0.42761746,1.7885128,1.2257677,-0.42188036,0.5455535434313215,0.46882103110324014,0.9871089,-0.50022554,-0.4857146,-1.528506,5,0
245,-0.85349154,-0.9619343,0.3318344,-0.72945625,-0.67298776,-0.6116636210113076,2.3877885937689762,-0.7833231,0.93094075,1.9773968,0.6497808,6,0
246,-0.30744576,-0.77245003,-0.32367092,-0.70820385,-1.0747592,-0.26449847167851886,0.41501820224345315,-1.5663824,-0.3757763,0.6338815,1.7389241,7,0
247,-1.0875108,-0.83561146,-0.32367092,-0.85697085,-1.0245378,-1.074550486788359,-0.6969069275254778,-1.3961618,0.18424529,-1.2321119,0.31465933,7,0
248,-1.2435241,-0.8987729,-0.396505,-0.85697085,-1.0747592,-1.074550486788359,-0.7148412038120734,-1.3961618,0.18424529,-1.1574723,0.31465933,7,0
249,-0.85349154,0.49077883,-1.270512,1.0557482,-0.7232091,-0.7273853374555704,0.056332676511539954,0.47640657,0.99316686,-0.5603545,-0.4393626,5,0
250,-1.0095044,-0.77245003,-0.25083706,-0.17689297,0.08033397,0.5455535434313215,1.4910747794391928,0.6125952,3.1088054,1.3056389,-0.4393626,4,0
251,1.0186648,-0.45664287,-0.7606746,2.2883894,1.1349844,0.6034144016534528,1.4552062268660015,1.1573497,-1.2469225,-0.18715572,-0.6069229,3,0
252,-0.22943932,0.42761746,1.7885128,1.2257677,-0.42188036,0.5455535434313215,0.46882103110324014,0.9871089,-0.50022554,-0.4857146,-1.528506,5,0
253,-1.0875108,-0.58296573,0.91450566,-0.41066974,-1.1249807,-1.4795764943432792,-0.12301008635441665,-1.1237845,1.9265362,-0.7096338,0.9849015,3,0
254,-1.0875108,-0.58296573,0.550336,-0.83571845,0.13055551,0.3719709687649271,0.7557694516887707,-0.4768936,-0.064653195,-0.037876386,-1.0258242,6,0
255,-0.38545257,-0.45664287,0.550336,-0.9207282,-0.5725448,0.8348578345419787,0.5584924125362184,-0.3747572,0.6198176,0.40996206,-0.77448326,8,0
256,-0.6974783,0.11181017,-0.10516915,0.05688379,-0.823652,-1.305993919676885,-0.3382214017935646,-0.6471345,0.30869454,-0.85891336,0.39843988,7,0
257,-0.6974783,0.11181017,-0.10516915,0.05688379,-0.823652,-1.305993919676885,-0.3382214017935646,-0.6471345,0.30869454,-0.85891336,0.39843988,7,0
259,-1.0875108,0.17497174,0.4775021,-0.963233,-0.7232091,-1.5952982107875422,-0.7327754800986691,-1.4301938,0.37091917,-1.3813915,0.73356056,4,0
260,-0.22943932,-1.3724837,0.25900033,-0.0068734535,-0.17077321,0.31411011054279564,-0.14094436264101232,-0.23856856,0.6198176,-0.78427374,-0.27180225,6,0
261,-0.22943932,-0.2671585,0.62317,2.9790936,-0.42188036,0.31411011054279564,0.7199008991155794,1.7020841,-1.8069441,-0.41107494,-1.3609457,5,0
262,-0.22943932,-0.3303199,0.62317,0.58819467,-0.77343065,-0.9009679121219648,-0.3740899543667559,-0.068327695,-0.3135517,-1.4560312,-0.27180225,5,0
263,0.004579993,-0.2671585,0.62317,1.7358261,-0.32143748,2.0499358572067394,2.0649716206102537,1.0551931,-0.87357473,0.4846017,-0.77448326,6,0
264,-0.7754851,-0.58296573,0.25900033,-0.8994757,-0.67298776,-0.4959419045670447,0.9171779382681317,-1.1578368,-0.74912554,-0.3364353,0.06331921,6,0
265,-0.22943932,-0.2671585,0.62317,2.9790936,-0.42188036,0.31411011054279564,0.7199008991155794,1.7020841,-1.8069441,-0.41107494,-1.3609457,5,0
266,-0.22943932,-0.07767417,-0.396505,0.6094472,0.08033397,0.08266667765426983,1.1503235299938752,0.64664745,0.18424529,-0.11251605,-1.1096047,6,0
267,-1.4775435,1.5645233,-1.7803495,0.31191307,-0.42188036,0.19838839409853273,0.5943609651094097,-0.068327695,0.74426687,0.33532238,-0.6907035,5,0
268,-1.4775435,1.596104,-1.7803495,0.3544179,-0.371659,0.19838839409853273,0.5226238599630272,-0.034295753,0.74426687,0.33532238,-0.6907035,6,0
269,-1.399537,1.6276847,-1.7803495,0.33316547,-0.32143748,0.31411011054279564,0.5584924125362184,-0.068327695,0.74426687,0.33532238,-0.6907035,6,0
270,-0.22943932,-0.07767417,-0.396505,0.6094472,0.08033397,0.08266667765426983,1.1503235299938752,0.64664745,0.18424529,-0.11251605,-1.1096047,6,0
271,-1.5555502,1.6908464,-1.7803495,0.33316547,-0.371659,0.14052753587640127,0.5584924125362184,-0.068327695,0.68204224,0.40996206,-0.6907035,5,0
272,-1.0875108,-0.51980424,-0.396505,1.629564,-0.020108936,0.7769969763198472,0.5764266888228141,0.8849725,0.43314376,-1.0828326,-1.0258242,5,0
273,-0.46345899,1.5645233,-0.10516915,-0.070630796,0.28121978,-0.03305503878999308,0.1280697816579226,0.10189289,0.12202067,-1.0828326,-1.277165,5,0
275,-0.46345899,-0.8987729,0.6960039,0.73696166,-0.2712161,1.1820229838747673,0.953046490841323,0.27213377,-0.50022554,0.33532238,-0.6069229,6,0
276,-0.38545257,-0.83561146,0.6960039,0.7794667,-0.371659,1.124162125652636,0.899243661981536,0.27213377,-0.50022554,0.40996206,-0.6069229,6,0
277,0.39461255,-0.45664287,0.62317,-0.9207282,-0.47210193,-1.2481330614547534,-1.001789624397604,-1.0556802,-2.0558426,-0.18715572,0.06331921,5,0
280,-0.15143289,-0.58296573,0.3318344,-0.5594368,-0.87387335,-0.4959419045670447,-0.06920725749462966,-1.5663824,-0.18910244,-1.0828326,1.7389241,8,0
282,-0.30744576,0.68026316,0.40466827,-0.070630796,-0.22099476,0.8927186927641101,1.5269433320123842,-0.2726208,-0.87357473,0.93244016,-0.020461353,4,0
284,-0.07342644,0.11181017,-0.5421728,2.1183698,0.18077688,0.8927186927641101,1.473140503152597,1.4297067,-0.6246763,-0.26179537,-1.4447254,5,0
285,0.0825868,-0.07767417,-0.46933886,0.3756703,0.23099843,0.9505795509862416,1.1503235299938752,0.5104588,-0.87357473,-0.41107494,-1.4447254,5,0
286,-0.54146546,-0.3303199,0.11333263,2.1821275,0.08033397,1.1820229838747673,1.329666292859832,1.0892453,-0.0024285747,-0.11251605,-0.6907035,6,0
287,0.004579993,-0.6461271,0.550336,1.8633409,0.33144113,1.0663012674305044,1.3655348454330232,1.1232976,-1.495821,-0.3364353,-1.277165,7,0
288,0.004579993,-0.6461271,0.550336,1.8633409,0.33144113,1.0663012674305044,1.3655348454330232,1.1232976,-1.495821,-0.3364353,-1.277165,7,0
289,0.004579993,-0.6461271,0.550336,1.8633409,0.33144113,1.0663012674305044,1.3655348454330232,1.1232976,-1.495821,-0.3364353,-1.277165,7,0
290,0.004579993,-0.6461271,0.550336,1.8633409,0.33144113,1.0663012674305044,1.3655348454330232,1.1232976,-1.495821,-0.3364353,-1.277165,7,0
292,0.16059324,-0.3303199,0.76883775,3.0534768,0.73321277,1.2977447003190303,1.41933767429281,1.8382727,-1.6202703,-0.63499415,-1.1933845,5,0
293,-0.7754851,-0.3303199,-0.68784064,0.39692283,-0.5223233,-0.26449847167851886,0.737835175402175,0.37427017,1.3665146,0.8578005,-0.6069229,7,0
294,1.4867041,1.6276847,0.4775021,-0.814466,0.73321277,0.19838839409853273,1.1861920825670667,0.7487838,0.059796046,-1.0828326,-1.6960664,3,0
295,-0.6974783,-0.014512601,-0.32367092,-0.8994757,-0.2712161,0.19838839409853273,1.0606521485608968,-0.40880942,0.93094075,0.11140339,-0.94204444,6,0
296,0.8626519,0.36445588,2.8081877,1.0982533,-0.32143748,0.14052753587640127,0.953046490841323,1.0211611,-0.81135017,0.33532238,-0.94204444,5,0
297,0.004579993,-0.8987729,1.0601736,-0.34691244,-0.5223233,2.9757095887608425,1.2758634640000448,-0.4768936,-0.18910244,0.55924183,0.5660002,7,0
298,0.23859967,-1.0250958,0.91450566,1.2470202,-0.2712161,1.9920749989846078,0.5405581362496228,0.816868,-0.3135517,-0.5603545,-0.4393626,6,0
299,-0.38545257,-1.0250958,1.3515092,-0.70820385,-0.42188036,-0.20663761345638743,0.11013550537132694,-0.7833231,-0.43800092,-0.5603545,-0.18802169,6,0
300,-0.85349154,0.49077883,-2.290187,-0.814466,0.5825485,0.31411011054279564,-0.5175641646595212,-1.0897323,0.30869454,1.08172,0.23087956,6,0
301,0.8626519,-0.83561146,0.25900033,-0.963233,-0.0703303,-1.074550486788359,-0.7507097563852647,-0.88545954,-0.5624502,-1.0828326,-0.020461353,6,0
302,-0.85349154,0.49077883,-2.290187,-0.814466,0.5825485,0.31411011054279564,-0.5175641646595212,-1.0897323,0.30869454,1.08172,0.23087956,6,0
304,0.0825868,0.49077883,-0.5421728,0.29066065,0.28121978,0.6034144016534528,0.845440833121749,0.10189289,-0.12687781,-0.85891336,-0.5231432,6,0
305,0.0825868,0.49077883,-0.5421728,0.29066065,0.28121978,0.6034144016534528,0.845440833121749,0.10189289,-0.12687781,-0.85891336,-0.5231432,6,0
306,0.004579993,0.6171018,-0.5421728,0.26940814,0.33144113,0.5455535434313215,0.845440833121749,0.13594511,-0.12687781,-0.85891336,-0.5231432,5,0
309,-0.7754851,-0.14083555,-0.396505,-0.13438804,-0.7232091,0.31411011054279564,0.5764266888228141,-0.61308223,-0.064653195,-0.85891336,-0.10424192,6,0
310,-0.85349154,0.17497174,-0.32367092,-0.70820385,-0.823652,-0.8431070538998333,-0.2844185729337776,-0.9875959,1.117616,1.3802786,0.81734115,7,0
311,-1.7115631,1.3750392,-1.270512,0.6094472,-0.97431624,0.25624925232066414,0.8633751094083447,-0.9535437,1.9265362,-0.11251605,1.6551436,8,0
312,0.47261935,-0.51980424,0.6960039,-0.36816487,-0.47210193,0.3719709687649271,0.5943609651094097,0.27213377,0.8687161,-0.5603545,-0.4393626,6,0
313,-1.1655177,0.17497174,-0.7606746,0.26940814,-0.67298776,1.1820229838747673,0.899243661981536,-0.1704844,0.43314376,0.7831608,-0.4393626,6,0
314,-1.0875108,0.048648782,-0.7606746,0.24815573,-0.5725448,1.124162125652636,0.9171779382681317,-0.1704844,0.43314376,0.7085212,-0.4393626,5,0
316,-0.30744576,-0.51980424,0.18616648,-0.15564056,-1.0245378,0.19838839409853273,0.3253468208104749,-0.6471345,-0.064653195,-1.0828326,0.06331921,6,0
317,-0.46345899,-0.58296573,0.25900033,0.4819325,-1.0245378,0.31411011054279564,0.3432810970970705,-0.2726208,-0.18910244,-1.1574723,-0.020461353,5,0
318,-1.0095044,-0.20399694,1.1330074,0.5138112,-1.0747592,-0.669524479233439,0.3074125445238792,-0.44284138,1.8643116,-0.7096338,0.81734115,7,0
319,-0.85349154,-1.3093222,-0.46933886,-0.45317462,-0.5725448,-1.190272203232622,-0.8403811378182431,-0.40880942,1.9887608,0.4846017,-0.35558203,6,0
320,-0.931498,-1.4672259,-0.5421728,-0.9207282,-0.5223233,-0.9009679121219648,-0.9121182429646257,-0.6471345,2.424333,0.6338815,-0.18802169,7,0
321,-0.46345899,-0.58296573,0.25900033,0.4819325,-1.0245378,0.31411011054279564,0.3432810970970705,-0.2726208,-0.18910244,-1.1574723,-0.020461353,5,0
322,-0.30744576,-0.51980424,0.18616648,-0.15564056,-1.0245378,0.19838839409853273,0.3253468208104749,-0.6471345,-0.064653195,-1.0828326,0.06331921,6,0
323,-0.30744576,-0.3303199,0.91450566,0.82197154,-1.0245378,0.25624925232066414,0.3791496496702618,-0.00024352015,-0.3757763,-1.2321119,-0.10424192,6,0
326,0.5506258,-0.45664287,0.6960039,2.0652387,-0.5725448,0.4298318269870585,1.795957476311319,1.0211611,-1.6202703,0.55924183,-0.4393626,6,0
327,-0.61947185,0.048648782,-0.6150067,0.18439847,-0.6227662,0.3719709687649271,0.4867553073898358,-0.068327695,-0.18910244,0.93244016,-0.4393626,6,0
328,-0.54146546,-0.3303199,0.25900033,2.1183698,-0.47210193,1.413466416763293,1.41933767429281,1.0892453,0.059796046,-0.18715572,-0.77448326,6,0
329,0.004579993,-0.77245003,0.6960039,-0.87822336,-0.77343065,0.14052753587640127,-0.5534327172327125,-0.88545954,-0.3135517,-0.11251605,-0.10424192,5,0
330,-0.61947185,-0.07767417,0.25900033,-0.13438804,-1.0747592,0.19838839409853273,-0.26648429664718193,-1.1578368,0.8687161,0.55924183,1.6551436,8,0
331,-0.30744576,-0.58296573,0.18616648,-0.17689297,-0.97431624,0.3719709687649271,0.3432810970970705,-0.6471345,-0.12687781,-1.0081929,0.06331921,5,0
332,-0.6974783,-0.6461271,-0.10516915,-0.77196115,-0.9240949,-0.8431070538998333,-0.44582705951313856,-1.3621097,0.37091917,-0.93355304,1.0686821,6,0
333,-0.54146546,-0.3303199,0.18616648,0.949486,-0.67298776,-0.03305503878999308,0.3074125445238792,0.27213377,-0.6869009,-0.63499415,-0.6069229,5,0
334,-1.2435241,-0.45664287,-0.396505,0.05688379,-1.0245378,-1.074550486788359,-0.6431040986656908,-0.7833231,0.18424529,-1.0828326,0.23087956,5,0
335,-0.6974783,-0.6461271,-0.10516915,-0.77196115,-0.9240949,-0.8431070538998333,-0.44582705951313856,-1.3621097,0.37091917,-0.93355304,1.0686821,6,0
336,-0.6974783,-0.6461271,0.11333263,-0.83571845,-0.77343065,-0.9009679121219648,-0.19474719150079928,-1.2259209,0.6198176,-0.78427374,0.5660002,6,0
337,-1.0875108,-0.39348128,-0.32367092,1.4595445,-0.32143748,1.413466416763293,0.9709807671279186,0.8849725,0.37091917,-0.78427374,-1.0258242,6,0
338,-1.0095044,-0.45664287,0.62317,-0.87822336,-0.22099476,-1.074550486788359,0.41501820224345315,-0.034295753,1.4287392,0.03676328,-0.10424192,5,0
340,0.16059324,-0.83561146,0.8416718,0.503185,-0.32143748,-0.20663761345638743,0.6660980702557924,0.6125952,-0.18910244,0.18604305,-1.277165,7,0
341,0.62863225,-0.58296573,0.3318344,-0.83571845,-0.22099476,-0.7852461956777019,0.23567543937749655,0.06784065,-0.12687781,0.11140339,-0.4393626,6,0
342,-0.61947185,-0.45664287,0.76883775,0.90698117,-0.371659,-0.03305503878999308,0.4329524785300488,0.544511,-0.25132707,-0.41107494,-1.1933845,6,0
343,-1.399537,-0.14083555,1.1330074,-0.5169319,0.08033397,0.8927186927641101,0.5046895836764315,-0.51094586,0.43314376,1.7534773,-0.4393626,5,0
344,-1.399537,-0.2671585,1.1330074,-0.5169319,0.03011261,0.9505795509862416,0.5226238599630272,-0.54499805,0.43314376,1.6788377,-0.4393626,6,0
345,-0.07342644,-1.1829994,0.11333263,-0.17689297,-0.0703303,0.14052753587640127,0.2715439919506879,-0.13643216,0.37091917,-0.93355304,-0.77448326,6,0
346,-1.2435241,0.048648782,-1.5618478,-0.87822336,-1.0245378,-0.6116636210113076,-0.8583154141048387,-1.3621097,0.8687161,-0.11251605,0.5660002,7,0
347,-0.38545257,-0.8987729,0.6960039,2.1608748,0.23099843,2.5706835812059223,0.7019666228289837,1.6680318,-0.12687781,-0.63499415,-1.4447254,6,0
348,0.47261935,-0.9619343,1.0601736,1.7358261,0.03011261,0.4298318269870585,0.0383984002249443,1.1573497,-0.43800092,-0.18715572,-0.4393626,6,0
349,0.3166061,-1.0250958,0.98733956,1.2257677,0.13055551,1.4713272749854247,0.3791496496702618,0.816868,-0.43800092,-0.41107494,-0.4393626,5,0
350,-0.6974783,-1.3409029,0.3318344,-0.70820385,-0.371659,0.9505795509862416,0.5405581362496228,-1.0897323,0.30869454,1.6041981,0.73356056,7,0
351,0.0825868,-0.014512601,0.62317,0.30128682,-0.67298776,0.08266667765426983,0.3970839259568575,-0.88545954,-1.1846979,-1.6799504,1.1524618,7,0
352,-1.3215306,0.01706809,-0.10516915,-0.6231941,0.9843201,-0.20663761345638743,0.2177411630909009,-0.7492709,-0.50022554,-0.11251605,-0.77448326,6,0
353,0.0825868,-0.014512601,0.62317,0.30128682,-0.67298776,0.08266667765426983,0.3970839259568575,-0.88545954,-1.1846979,-1.6799504,1.1524618,7,0
354,-1.0875108,0.42761746,0.76883775,-0.2193978,-0.22099476,0.4298318269870585,2.3160514886225934,-0.30665272,0.18424529,0.33532238,-0.77448326,6,0
355,0.0825868,-0.7092886,0.40466827,1.8845934,0.5825485,1.008440409208373,1.3476005691464275,1.0892453,-2.0558426,-1.0828326,-1.277165,6,0
356,0.0825868,-0.7092886,0.40466827,1.8845934,0.5825485,1.008440409208373,1.3476005691464275,1.0892453,-2.0558426,-1.0828326,-1.277165,6,0
357,-0.85349154,0.17497174,0.11333263,-0.9207282,-0.0703303,-0.38022018812278174,0.953046490841323,-0.6471345,-0.43800092,1.9027567,-0.85826385,6,0
358,2.1887624,-0.83561146,0.550336,-0.85697085,-0.0703303,-0.669524479233439,0.6481637939691968,-0.20451634,-1.3713717,-0.78427374,-0.10424192,6,0
359,-0.22943932,-0.58296573,0.18616648,-0.15564056,-0.5725448,0.7191361180977157,0.8095722805485577,-0.3747572,-0.12687781,0.4846017,0.06331921,6,0
360,-0.61947185,-0.58296573,0.040498562,2.0121076,-0.22099476,1.3556055585411617,0.8275065568351534,0.7487838,0.37091917,-0.18715572,-0.27180225,6,0
361,-0.07342644,0.20655243,-1.270512,-0.8994757,0.18077688,-0.38022018812278174,-0.5713669935193082,-0.1704844,-0.43800092,-0.7096338,-1.3609457,5,0
362,-0.30744576,-1.1514187,-0.10516915,-0.028125867,-0.0703303,0.5455535434313215,0.19980688680430525,-0.13643216,1.117616,-1.0081929,-0.6907035,6,0
363,0.0825868,-0.7092886,0.40466827,1.8845934,0.5825485,1.008440409208373,1.3476005691464275,1.0892453,-2.0558426,-1.0828326,-1.277165,6,0
365,-0.931498,-0.45664287,0.040498562,-0.41066974,-1.1752021,-0.09091589701212452,-0.05127298120803401,-1.1578368,1.117616,1.3802786,1.4875833,7,0
367,-0.22943932,-0.014512601,-0.7606746,-0.9419806,0.08033397,0.48769268520918996,0.5764266888228141,-0.6471345,-0.6246763,-0.5603545,-0.94204444,6,0
369,-0.07342644,0.36445588,0.25900033,1.5020494,-0.371659,-0.26449847167851886,-0.786578308958456,-0.1704844,-0.3135517,-1.7545903,0.9011217,5,0
